#Time     v(mydiv.VCLK.v) vg(mydiv.D1.M1.m) vg(mydiv.D1.M2.m) vg(mydiv.D1.M5.m) vg(mydiv.D2.M5.m) vg(mydiv.inv1.P1.m) vg(mydiv.inv2.P1.m) v(mydiv.q)
 3.65E-6  3.62E-9  3.3      5.       5.      -8.74E-6  3.62E-9  5.       3.3     
 3.65E-6 -3.62E-9  3.3      5.       5.       8.08E-6 -3.62E-9  5.       3.3     
 3.66E-6  3.62E-9  3.31     5.       5.      -2.97E-6  3.62E-9  5.       3.31    
 3.66E-6 -3.62E-9  3.31     5.       5.       10.3E-6 -3.62E-9  5.       3.31    
 3.66E-6  3.62E-9  3.31     5.       5.      -14.9E-6  3.62E-9  5.       3.31    
 3.67E-6 -3.62E-9  3.31     5.       5.       10.9E-6 -3.62E-9  5.       3.31    
 3.67E-6  3.62E-9  3.32     5.       5.      -1.61E-6  3.62E-9  5.       3.32    
 3.68E-6 -3.62E-9  3.32     5.       5.       4.41E-6 -3.62E-9  5.       3.32    
 3.68E-6  3.62E-9  3.32     5.       5.      -4.69E-6  3.62E-9  5.       3.32    
 3.69E-6 -3.61E-9  3.32     5.       5.       15.8E-6 -3.61E-9  5.       3.32    
 3.7E-6   3.61E-9  3.33     5.       5.      -10.6E-6  3.61E-9  5.       3.33    
 3.71E-6 -3.62E-9  3.34     5.       5.       10.6E-6 -3.62E-9  5.       3.34    
 3.72E-6  3.62E-9  3.34     5.       5.      -7.59E-6  3.62E-9  5.       3.34    
 3.73E-6 -3.62E-9  3.35     5.       5.       6.76E-6 -3.62E-9  5.       3.35    
 3.74E-6  3.62E-9  3.35     5.       5.      -2.41E-6  3.62E-9  5.       3.35    
 3.75E-6 -3.62E-9  3.35     5.       5.      -60.E-9  -3.62E-9  5.       3.35    
 3.75E-6  3.62E-9  3.36     5.       5.       4.97E-6  3.62E-9  5.       3.36    
 3.76E-6 -3.62E-9  3.36     5.       5.      -62.2E-9 -3.62E-9  5.       3.36    
 3.78E-6  3.62E-9  3.36     5.       5.      -705.E-9  3.62E-9  5.       3.36    
 3.8E-6  -3.62E-9  3.37     5.       5.       2.85E-6 -3.62E-9  5.       3.37    
 3.81E-6  3.62E-9  3.37     5.       5.      -4.2E-6   3.62E-9  5.       3.37    
 3.83E-6 -3.62E-9  3.38     5.       5.       3.41E-6 -3.62E-9  5.       3.38    
 3.84E-6  3.62E-9  3.38     5.       5.      -862.E-9  3.62E-9  5.       3.38    
 3.86E-6 -3.62E-9  3.38     5.       5.       2.09E-6 -3.62E-9  5.       3.38    
 3.88E-6  3.62E-9  3.39     5.       5.       457.E-9  3.62E-9  5.       3.39    
 3.89E-6 -3.62E-9  3.39     5.       5.      -582.E-9 -3.62E-9  5.       3.39    
 3.92E-6  3.62E-9  3.39     5.       5.      -16.E-9   3.62E-9  5.       3.39    
 3.97E-6 -3.62E-9  3.4      5.       5.       964.E-9 -3.62E-9  5.       3.4     
 4.E-6    3.62E-9  3.4      5.       5.      -185.E-9  3.62E-9  5.       3.4     
 4.E-6    2.5      3.35     4.97     4.74    -0.00344  2.5      4.74     3.35    
 4.E-6    5.       2.65     4.42     1.4      3.24     5.       1.4      2.65    
 4.E-6    5.       2.41     4.21    -0.25     5.08     5.      -0.25     2.41    
 4.E-6    5.       2.54     4.31     0.115    4.98     5.       0.115    2.54    
 4.E-6    5.       2.57     4.32     0.136    4.94     5.       0.136    2.57    
 4.E-6    5.       2.59     4.34     0.131    4.93     5.       0.131    2.59    
 4.E-6    5.       2.6      4.34     0.126    4.93     5.       0.126    2.6     
 4.E-6    5.       2.61     4.35     0.122    4.93     5.       0.122    2.61    
 4.E-6    5.       2.68     4.39     0.0882   4.94     5.       0.0882   2.68    
 4.E-6    5.       2.73     4.41     0.0639   4.96     5.       0.0639   2.73    
 4.E-6    5.       2.81     4.43     0.0377   4.98     5.       0.0377   2.81    
 4.E-6    5.       2.84     4.38     0.0239   4.99     5.       0.0239   2.84    
 4.E-6    5.       2.84     4.29     0.0175   5.       5.       0.0175   2.84    
 4.E-6    5.       2.83     4.17     0.0128   5.       5.       0.0128   2.83    
 4.E-6    5.       2.82     4.03     0.0108   5.       5.       0.0108   2.82    
 4.E-6    5.       2.82     3.59     0.00677  5.       5.       0.00677  2.82    
 4.E-6    5.       2.89     3.21     0.00711  5.       5.       0.00711  2.89    
 4.E-6    5.       3.08     2.87     0.0168   5.       5.       0.0168   3.08    
 4.E-6    5.       3.38     2.56    -0.00223  5.       5.      -0.00223  3.38    
 4.E-6    5.       3.39     2.55    -0.00159  5.       5.      -0.00159  3.39    
 4.E-6    5.       3.41     2.53    -0.00112  5.       5.      -0.00112  3.41    
 4.E-6    5.       3.42     2.51    -754.E-6  5.       5.      -754.E-6  3.42    
 4.E-6    5.       3.43     2.5     -515.E-6  5.       5.      -515.E-6  3.43    
 4.E-6    5.       3.45     2.48    -286.E-6  5.       5.      -286.E-6  3.45    
 4.E-6    5.       3.47     2.45     7.28E-6  5.       5.       7.28E-6  3.47    
 4.E-6    5.       3.5      2.42     229.E-6  5.       5.       229.E-6  3.5     
 4.E-6    5.       3.53     2.4      376.E-6  5.       5.       376.E-6  3.53    
 4.E-6    5.       3.55     2.37     460.E-6  5.       5.       460.E-6  3.55    
 4.E-6    5.       3.58     2.34     493.E-6  5.       5.       493.E-6  3.58    
 4.E-6    5.       3.61     2.32     574.E-6  5.       5.       574.E-6  3.61    
 4.01E-6  5.       3.63     2.29     521.E-6  5.       5.       521.E-6  3.63    
 4.01E-6  5.       3.68     2.25     704.E-6  4.99     5.       704.E-6  3.68    
 4.01E-6  5.       3.72     2.22     780.E-6  5.       5.       780.E-6  3.72    
 4.01E-6  5.       3.76     2.18     610.E-6  5.       5.       610.E-6  3.76    
 4.01E-6  5.       3.8      2.15     590.E-6  5.       5.       590.E-6  3.8     
 4.01E-6  5.       3.84     2.11     641.E-6  5.       5.       641.E-6  3.84    
 4.01E-6  5.       3.88     2.08     588.E-6  5.       5.       588.E-6  3.88    
 4.01E-6  5.       3.92     2.05     681.E-6  5.       5.       681.E-6  3.92    
 4.01E-6  5.       3.96     2.02     576.E-6  5.       5.       576.E-6  3.96    
 4.01E-6  5.       4.       1.99     505.E-6  5.       5.       505.E-6  4.      
 4.01E-6  5.       4.06     1.94     490.E-6  5.       5.       490.E-6  4.06    
 4.01E-6  5.       4.12     1.89     684.E-6  5.       5.       684.E-6  4.12    
 4.01E-6  5.       4.18     1.84     766.E-6  5.       5.       766.E-6  4.18    
 4.01E-6  5.       4.24     1.8      617.E-6  5.       5.       617.E-6  4.24    
 4.01E-6  5.       4.3      1.75     628.E-6  5.       5.       628.E-6  4.3     
 4.01E-6  5.       4.35     1.71     696.E-6  5.       5.       696.E-6  4.35    
 4.01E-6  5.       4.4      1.67     612.E-6  5.       5.       612.E-6  4.4     
 4.01E-6  5.       4.45     1.62     704.E-6  5.       5.       704.E-6  4.45    
 4.01E-6  5.       4.5      1.58     618.E-6  5.       5.       618.E-6  4.5     
 4.01E-6  5.       4.54     1.54     734.E-6  5.       5.       734.E-6  4.54    
 4.01E-6  5.       4.58     1.49     603.E-6  5.       5.       603.E-6  4.58    
 4.01E-6  5.       4.61     1.45     566.E-6  5.       5.       566.E-6  4.61    
 4.01E-6  5.       4.64     1.4      498.E-6  5.       5.       498.E-6  4.64    
 4.01E-6  5.       4.67     1.36     689.E-6  5.       5.       689.E-6  4.67    
 4.01E-6  5.       4.69     1.31     582.E-6  5.       5.       582.E-6  4.69    
 4.01E-6  5.       4.72     1.27     675.E-6  5.       5.       675.E-6  4.72    
 4.01E-6  5.       4.74     1.23     561.E-6  5.       5.       561.E-6  4.74    
 4.01E-6  5.       4.76     1.19     690.E-6  5.       5.       690.E-6  4.76    
 4.01E-6  5.       4.78     1.15     742.E-6  5.       5.       742.E-6  4.78    
 4.01E-6  5.       4.79     1.11     522.E-6  5.       5.       522.E-6  4.79    
 4.01E-6  5.       4.81     1.07     503.E-6  5.       5.       503.E-6  4.81    
 4.01E-6  5.       4.83     1.04     612.E-6  5.       5.       612.E-6  4.83    
 4.01E-6  5.       4.84     1.01     625.E-6  5.       5.       625.E-6  4.84    
 4.01E-6  5.       4.86     0.981    621.E-6  5.       5.       621.E-6  4.86    
 4.01E-6  5.       4.87     0.954    451.E-6  5.       5.       451.E-6  4.87    
 4.01E-6  5.       4.88     0.926    391.E-6  5.       5.       391.E-6  4.88    
 4.01E-6  5.       4.89     0.9      365.E-6  5.       5.       365.E-6  4.89    
 4.01E-6  5.       4.9      0.873    506.E-6  5.       5.       506.E-6  4.9     
 4.01E-6  5.       4.91     0.847    535.E-6  5.       5.       535.E-6  4.91    
 4.01E-6  5.       4.92     0.822    548.E-6  5.       5.       548.E-6  4.92    
 4.01E-6  5.       4.92     0.797    531.E-6  5.       5.       531.E-6  4.92    
 4.01E-6  5.       4.93     0.772    360.E-6  5.       5.       360.E-6  4.93    
 4.01E-6  5.       4.94     0.735    360.E-6  5.       5.       360.E-6  4.94    
 4.01E-6  5.       4.95     0.676    429.E-6  5.       5.       429.E-6  4.95    
 4.01E-6  5.       4.96     0.576    260.E-6  5.       5.       260.E-6  4.96    
 4.01E-6  5.       4.97     0.507    382.E-6  5.       5.       382.E-6  4.97    
 4.01E-6  5.       4.96     0.448    205.E-6  5.       5.       205.E-6  4.96    
 4.01E-6  5.       4.96     0.395    344.E-6  5.       5.       344.E-6  4.96    
 4.01E-6  5.       4.96     0.35     234.E-6  5.       5.       234.E-6  4.96    
 4.01E-6  5.       4.95     0.31     272.E-6  5.       5.       272.E-6  4.95    
 4.01E-6  5.       4.94     0.276    140.E-6  5.       5.       140.E-6  4.94    
 4.01E-6  5.       4.93     0.246    184.E-6  5.       5.       184.E-6  4.93    
 4.02E-6  5.       4.93     0.221    134.E-6  5.       5.       134.E-6  4.93    
 4.02E-6  5.       4.92     0.199    222.E-6  5.       5.       222.E-6  4.92    
 4.02E-6  5.       4.91     0.179    76.4E-6  5.       5.       76.4E-6  4.91    
 4.02E-6  5.       4.9      0.163    141.E-6  5.       5.       141.E-6  4.9     
 4.02E-6  5.       4.89     0.149    167.E-6  5.       5.       167.E-6  4.89    
 4.02E-6  5.       4.89     0.138    144.E-6  5.       5.       144.E-6  4.89    
 4.02E-6  5.       4.88     0.129    69.4E-6  5.       5.       69.4E-6  4.88    
 4.02E-6  5.       4.87     0.121    89.E-6   5.       5.       89.E-6   4.87    
 4.02E-6  5.       4.86     0.115    151.E-6  5.       5.       151.E-6  4.86    
 4.02E-6  5.       4.85     0.104    95.1E-6  5.       5.       95.1E-6  4.85    
 4.02E-6  5.       4.84     0.0961   57.3E-6  5.       5.       57.3E-6  4.84    
 4.02E-6  5.       4.82     0.0828   72.5E-6  5.       5.       72.5E-6  4.82    
 4.03E-6  5.       4.79     0.0763   55.9E-6  5.       5.       55.9E-6  4.79    
 4.03E-6  5.       4.75     0.0723   34.7E-6  5.       5.       34.7E-6  4.75    
 4.03E-6  5.       4.73     0.0752   14.E-6   5.       5.       14.E-6   4.73    
 4.04E-6  5.       4.7      0.0737   26.7E-6  5.       5.       26.7E-6  4.7     
 4.05E-6  5.       4.68     0.079   -5.62E-6  5.       5.      -5.62E-6  4.68    
 4.06E-6  5.       4.67     0.0799   24.5E-6  5.       5.       24.5E-6  4.67    
 4.06E-6  5.       4.65     0.0827  -15.E-6   5.       5.      -15.E-6   4.65    
 4.07E-6  5.       4.64     0.0838   19.6E-6  5.       5.       19.6E-6  4.64    
 4.09E-6  5.       4.63     0.0869  -11.1E-6  5.       5.      -11.1E-6  4.63    
 4.1E-6   5.       4.62     0.0882   13.2E-6  5.       5.       13.2E-6  4.62    
 4.12E-6  5.       4.62     0.0902  -8.15E-6  5.       5.      -8.15E-6  4.62    
 4.14E-6  5.       4.61     0.0916   9.01E-6  5.       5.       9.01E-6  4.61    
 4.17E-6  5.       4.6      0.0932  -6.42E-6  5.       5.      -6.42E-6  4.6     
 4.21E-6  5.       4.59     0.0945   6.6E-6   5.       5.       6.6E-6   4.59    
 4.25E-6  5.       4.59     0.0958  -5.28E-6  5.       5.      -5.28E-6  4.59    
 4.32E-6  5.       4.58     0.0971   5.21E-6  5.       5.       5.21E-6  4.58    
 4.39E-6  5.       4.58     0.098   -4.57E-6  5.       5.      -4.57E-6  4.58    
 4.46E-6  5.       4.57     0.0987   4.28E-6  5.       5.       4.28E-6  4.57    
 4.5E-6   5.       4.57     0.0989  -3.25E-6  5.       5.      -3.25E-6  4.57    
 4.5E-6   2.5      4.61     0.138    0.777    5.01     2.5      0.777    4.61    
 4.5E-6   1.25     4.52     0.0303   3.23     4.37     1.25     3.23     4.52    
 4.5E-6   5.58E-9  4.25    -0.334    4.93     1.53     5.58E-9  4.93     4.25    
 4.5E-6  -5.7E-9   4.21    -0.384    4.92     1.26    -5.7E-9   4.92     4.21    
 4.5E-6   5.6E-9   4.19    -0.413    4.91     1.11     5.6E-9   4.91     4.19    
 4.5E-6  -5.69E-9  4.18    -0.431    4.91     1.01    -5.69E-9  4.91     4.18    
 4.5E-6   5.56E-9  4.16    -0.446    4.91     0.907    5.56E-9  4.91     4.16    
 4.5E-6  -5.63E-9  4.13    -0.488    4.9      0.697   -5.63E-9  4.9      4.13    
 4.5E-6   5.58E-9  4.11    -0.515    4.89     0.574    5.58E-9  4.89     4.11    
 4.5E-6  -5.62E-9  4.09    -0.538    4.9      0.488   -5.62E-9  4.9      4.09    
 4.5E-6   5.64E-9  4.07    -0.562    4.89     0.426    5.64E-9  4.89     4.07    
 4.5E-6  -5.62E-9  4.04    -0.6      4.89     0.358   -5.62E-9  4.89     4.04    
 4.5E-6   5.66E-9  4.02    -0.628    4.89     0.33     5.66E-9  4.89     4.02    
 4.5E-6  -5.63E-9  4.01    -0.641    4.9      0.318   -5.63E-9  4.9      4.01    
 4.5E-6   5.7E-9   4.      -0.65     4.89     0.307    5.7E-9   4.89     4.      
 4.5E-6  -5.69E-9  4.      -0.659    4.9      0.301   -5.69E-9  4.9      4.      
 4.5E-6   5.72E-9  3.99    -0.667    4.9      0.291    5.72E-9  4.9      3.99    
 4.5E-6  -5.67E-9  3.98    -0.683    4.9      0.286   -5.67E-9  4.9      3.98    
 4.5E-6   5.71E-9  3.97    -0.692    4.9      0.282    5.71E-9  4.9      3.97    
 4.5E-6  -5.66E-9  3.96    -0.703    4.9      0.277   -5.66E-9  4.9      3.96    
 4.5E-6   5.68E-9  3.95    -0.712    4.9      0.275    5.68E-9  4.9      3.95    
 4.5E-6  -5.63E-9  3.94    -0.723    4.9      0.273   -5.63E-9  4.9      3.94    
 4.5E-6   5.63E-9  3.93    -0.73     4.9      0.269    5.63E-9  4.9      3.93    
 4.5E-6  -5.61E-9  3.92    -0.746    4.91     0.264   -5.61E-9  4.91     3.92    
 4.5E-6   5.64E-9  3.91    -0.76     4.9      0.259    5.64E-9  4.9      3.91    
 4.5E-6  -5.63E-9  3.9     -0.774    4.91     0.257   -5.63E-9  4.91     3.9     
 4.5E-6   5.67E-9  3.86    -0.813    4.9      0.245    5.67E-9  4.9      3.86    
 4.5E-6  -5.65E-9  3.84    -0.848    4.91     0.236   -5.65E-9  4.91     3.84    
 4.5E-6   5.66E-9  3.81    -0.885    4.92     0.226    5.66E-9  4.92     3.81    
 4.5E-6  -5.64E-9  3.75    -0.975    4.92     0.204   -5.64E-9  4.92     3.75    
 4.5E-6   5.66E-9  3.66    -1.12     4.93     0.172    5.66E-9  4.93     3.66    
 4.5E-6  -5.65E-9  3.57    -1.3      4.94     0.129   -5.65E-9  4.94     3.57    
 4.5E-6   5.66E-9  3.55    -1.51     4.96     0.0815   5.66E-9  4.96     3.55    
 4.5E-6  -5.65E-9  3.7     -1.6      4.98     0.0439  -5.65E-9  4.98     3.7     
 4.5E-6   5.65E-9  4.03    -1.53     5.       0.0214   5.65E-9  5.       4.03    
 4.5E-6  -5.65E-9  4.24    -1.43     5.       0.014   -5.65E-9  5.       4.24    
 4.5E-6   5.65E-9  4.43    -1.32     5.       0.00926  5.65E-9  5.       4.43    
 4.5E-6  -5.65E-9  4.52    -1.24     5.       0.00695 -5.65E-9  5.       4.52    
 4.5E-6   5.65E-9  4.55    -1.19     5.       0.00714  5.65E-9  5.       4.55    
 4.5E-6  -5.65E-9  4.57    -1.08     5.       0.0135  -5.65E-9  5.       4.57    
 4.51E-6  5.65E-9  4.59    -0.834    5.      -0.0016   5.65E-9  5.       4.59    
 4.51E-6 -5.65E-9  4.59    -0.823    5.      -962.E-6 -5.65E-9  5.       4.59    
 4.51E-6  5.65E-9  4.59    -0.813    5.      -451.E-6  5.65E-9  5.       4.59    
 4.51E-6 -5.66E-9  4.59    -0.805    5.      -194.E-6 -5.66E-9  5.       4.59    
 4.51E-6  5.66E-9  4.59    -0.798    5.       33.1E-6  5.66E-9  5.       4.59    
 4.51E-6 -5.66E-9  4.59    -0.785    5.       209.E-6 -5.66E-9  5.       4.59    
 4.51E-6  5.66E-9  4.59    -0.774    5.       387.E-6  5.66E-9  5.       4.59    
 4.51E-6 -5.67E-9  4.59    -0.761    5.       398.E-6 -5.67E-9  5.       4.59    
 4.51E-6  5.66E-9  4.58    -0.743    5.       397.E-6  5.66E-9  5.       4.58    
 4.51E-6 -5.67E-9  4.58    -0.725    5.       379.E-6 -5.67E-9  5.       4.58    
 4.51E-6  5.67E-9  4.58    -0.708    5.       523.E-6  5.67E-9  5.       4.58    
 4.51E-6 -5.67E-9  4.57    -0.689    5.       671.E-6 -5.67E-9  5.       4.57    
 4.51E-6  5.67E-9  4.57    -0.669    5.       752.E-6  5.67E-9  5.       4.57    
 4.51E-6 -5.67E-9  4.57    -0.65     5.       671.E-6 -5.67E-9  5.       4.57    
 4.51E-6  5.67E-9  4.57    -0.619    5.       543.E-6  5.67E-9  5.       4.57    
 4.51E-6 -5.67E-9  4.57    -0.586    5.       522.E-6 -5.67E-9  5.       4.57    
 4.51E-6  5.67E-9  4.56    -0.556    5.       647.E-6  5.67E-9  5.       4.56    
 4.51E-6 -5.67E-9  4.56    -0.506    5.       739.E-6 -5.67E-9  5.       4.56    
 4.51E-6  5.67E-9  4.55    -0.457    5.       757.E-6  5.67E-9  5.       4.55    
 4.51E-6 -5.67E-9  4.55    -0.407    5.       630.E-6 -5.67E-9  5.       4.55    
 4.51E-6  5.67E-9  4.54    -0.358    5.       582.E-6  5.67E-9  5.       4.54    
 4.51E-6 -5.67E-9  4.53    -0.28     5.       595.E-6 -5.67E-9  5.       4.53    
 4.51E-6  5.68E-9  4.52    -0.204    5.       720.E-6  5.68E-9  5.       4.52    
 4.51E-6 -5.67E-9  4.51    -0.125    5.       747.E-6 -5.67E-9  5.       4.51    
 4.51E-6  5.68E-9  4.5     -0.0494   5.       732.E-6  5.68E-9  5.       4.5     
 4.51E-6 -5.68E-9  4.49     0.0289   5.       638.E-6 -5.68E-9  5.       4.49    
 4.51E-6  5.68E-9  4.49     0.105    5.       745.E-6  5.68E-9  5.       4.49    
 4.51E-6 -5.68E-9  4.48     0.182    5.       749.E-6 -5.68E-9  5.       4.48    
 4.51E-6  5.68E-9  4.47     0.296    5.       595.E-6  5.68E-9  5.       4.47    
 4.51E-6 -5.68E-9  4.46     0.409    5.       620.E-6 -5.68E-9  5.       4.46    
 4.51E-6  5.68E-9  4.46     0.521    5.       657.E-6  5.68E-9  5.       4.46    
 4.51E-6 -5.68E-9  4.46     0.695    5.       528.E-6 -5.68E-9  5.       4.46    
 4.51E-6  5.68E-9  4.46     0.845    5.       580.E-6  5.68E-9  5.       4.46    
 4.51E-6 -5.68E-9  4.47     0.98     5.       394.E-6 -5.68E-9  5.       4.47    
 4.51E-6  5.68E-9  4.47     1.1      5.       429.E-6  5.68E-9  5.       4.47    
 4.51E-6 -5.68E-9  4.49     1.22     5.       437.E-6 -5.68E-9  5.       4.49    
 4.51E-6  5.68E-9  4.5      1.32     5.       383.E-6  5.68E-9  5.       4.5     
 4.51E-6 -5.68E-9  4.51     1.42     5.       376.E-6 -5.68E-9  5.       4.51    
 4.51E-6  5.68E-9  4.52     1.51     5.       337.E-6  5.68E-9  5.       4.52    
 4.51E-6 -5.68E-9  4.54     1.6      5.       248.E-6 -5.68E-9  5.       4.54    
 4.51E-6  5.68E-9  4.56     1.67     5.       256.E-6  5.68E-9  5.       4.56    
 4.51E-6 -5.68E-9  4.57     1.75     5.       301.E-6 -5.68E-9  5.       4.57    
 4.51E-6  5.68E-9  4.59     1.81     5.       243.E-6  5.68E-9  5.       4.59    
 4.51E-6 -5.68E-9  4.61     1.88     5.       257.E-6 -5.68E-9  5.       4.61    
 4.51E-6  5.68E-9  4.62     1.94     5.       228.E-6  5.68E-9  5.       4.62    
 4.51E-6 -5.68E-9  4.64     1.99     5.       149.E-6 -5.68E-9  5.       4.64    
 4.52E-6  5.68E-9  4.65     2.04     5.       163.E-6  5.68E-9  5.       4.65    
 4.52E-6 -5.68E-9  4.67     2.09     5.       136.E-6 -5.68E-9  5.       4.67    
 4.52E-6  5.68E-9  4.68     2.14     5.       209.E-6  5.68E-9  5.       4.68    
 4.52E-6 -5.68E-9  4.69     2.18     5.       163.E-6 -5.68E-9  5.       4.69    
 4.52E-6  5.68E-9  4.7      2.22     5.       101.E-6  5.68E-9  5.       4.7     
 4.52E-6 -5.68E-9  4.72     2.26     5.       118.E-6 -5.68E-9  5.       4.72    
 4.52E-6  5.68E-9  4.73     2.3      5.       160.E-6  5.68E-9  5.       4.73    
 4.52E-6 -5.68E-9  4.74     2.33     5.       64.8E-6 -5.68E-9  5.       4.74    
 4.52E-6  5.68E-9  4.75     2.36     5.       93.9E-6  5.68E-9  5.       4.75    
 4.52E-6 -5.68E-9  4.77     2.41     5.       135.E-6 -5.68E-9  5.       4.77    
 4.52E-6  5.68E-9  4.78     2.46     5.       91.1E-6  5.68E-9  5.       4.78    
 4.52E-6 -5.68E-9  4.81     2.55     5.       52.7E-6 -5.68E-9  5.       4.81    
 4.52E-6  5.68E-9  4.86     2.67     5.       89.7E-6  5.68E-9  5.       4.86    
 4.53E-6 -5.68E-9  4.89     2.76     5.       19.7E-6 -5.68E-9  5.       4.89    
 4.53E-6  5.68E-9  4.91     2.84     5.       45.1E-6  5.68E-9  5.       4.91    
 4.53E-6 -5.68E-9  4.93     2.92     5.       3.12E-6 -5.68E-9  5.       4.93    
 4.54E-6  5.68E-9  4.95     2.98     5.       40.6E-6  5.68E-9  5.       4.95    
 4.55E-6 -5.68E-9  4.97     3.06     5.      -16.6E-6 -5.68E-9  5.       4.97    
 4.55E-6  5.68E-9  4.97     3.11     5.       37.8E-6  5.68E-9  5.       4.97    
 4.56E-6 -5.68E-9  4.98     3.15     5.      -25.9E-6 -5.68E-9  5.       4.98    
 4.57E-6  5.68E-9  4.98     3.17     5.       32.2E-6  5.68E-9  5.       4.98    
 4.57E-6 -5.68E-9  4.99     3.2      5.      -20.E-6  -5.68E-9  5.       4.99    
 4.58E-6  5.68E-9  4.99     3.22     5.       22.9E-6  5.68E-9  5.       4.99    
 4.59E-6 -5.68E-9  4.99     3.23     5.      -13.9E-6 -5.68E-9  5.       4.99    
 4.6E-6   5.68E-9  4.99     3.25     5.       21.3E-6  5.68E-9  5.       4.99    
 4.6E-6  -5.68E-9  4.99     3.26     5.      -14.E-6  -5.68E-9  5.       4.99    
